username,review,nilai,sentimen
Hukuk,Hari ini saya melakukan transaksi tiket Ada notifikasi transaksi gagal tapi tiket belum terbeli dan KAIpay saya berkurang Tolong di bantu. Terima kasih,4,negatif
Hukuk,Hari ini saya melakukan transaksi tiket Ada notifikasi transaksi gagal tapi tiket belum terbeli dan KAIpay saya berkurang Tolong di bantu. Terima kasih,4,negatif
Mufti Laila rosyatin,"Kenapa saya baru instal tapi ga bisa d buka yaa kak, kendalanya dmana ?? Udah 2X ttep aja ga bisa d buka",2,negatif
Mufti Laila rosyatin,"Kenapa saya baru instal tapi ga bisa d buka yaa kak, kendalanya dmana ?? Udah 2X ttep aja ga bisa d buka",2,negatif
Willy Andrian,Kenapa nggak bisa ganti nama profil jadi nggak bisa pesen tiket,1,negatif
Willy Andrian,Kenapa nggak bisa ganti nama profil jadi nggak bisa pesen tiket,1,negatif
Andy Risvananda,Pemesanan tiket lewat aplikasi sering ngelag. Tlg diperbaiki.,3,negatif
Andy Risvananda,Pemesanan tiket lewat aplikasi sering ngelag. Tlg diperbaiki.,3,negatif
Yoga Pratama,"Payah aplikasi koq kya gini, gak bisa dbuka mau mesen gmna.",1,negatif
Yoga Pratama,"Payah aplikasi koq kya gini, gak bisa dbuka mau mesen gmna.",1,negatif
Yudhapdt,KAI MAU PESEN TIKET AJA SUSAH SEKARANG.. BANYAK ERROR NYA MULU,1,negatif
Yudhapdt,KAI MAU PESEN TIKET AJA SUSAH SEKARANG.. BANYAK ERROR NYA MULU,1,negatif
ersa anjala,Tolong di perbaiki bug nya terutama ketika melakukan pemilihan kursi dan melanjutkan ke pembayaran selalu Kai access tidak menanggapi. Dan sering sekali close aplikasi padahal HP sudah terbaru..,1,negatif
enda yuda,Tolong perbanyak untuk pembayaran seperti via transfer dan virtual account bank bank populer...,5,positif
ersa anjala,Tolong di perbaiki bug nya terutama ketika melakukan pemilihan kursi dan melanjutkan ke pembayaran selalu Kai access tidak menanggapi. Dan sering sekali close aplikasi padahal HP sudah terbaru..,1,negatif
hary setiawan,"Gak bisa log in(""invalid token""), padahal email & pw nya udh bener, dicoba pake hp temen bisa,apanya yg salah ya?",2,negatif
hary setiawan,"Gak bisa log in(""invalid token""), padahal email & pw nya udh bener, dicoba pake hp temen bisa,apanya yg salah ya?",2,negatif
hary setiawan,"Gak bisa log in(""invalid token""), padahal email & pw nya udh bener, dicoba pake hp temen bisa,apanya yg salah ya?",2,negatif
Tito Vilanov,Jadi lemot gini,1,negatif
Siti Musyfiqoh,Aku kok aktifin KAIpay nya gk bisa bisa ya min Bantu jawab ya min,5,positif
Siti Musyfiqoh,Aku kok aktifin KAIpay nya gk bisa bisa ya min Bantu jawab ya min,5,positif
Sulis Budiyanto,Cara ganti no hp nya gmna ya mas,3,netral
Sulis Budiyanto,Cara ganti no hp nya gmna ya mas,3,netral
Tito Vilanov,Jadi lemot gini,1,negatif
Sobat Hoby,"Hrs nya ada fitur pembatalan dan perubahan jadwal wlpn akun terdaftar tdk sbg penumpang, kl hrs ke stasiun lagi ya jd repot",3,negatif
Sobat Hoby,"Hrs nya ada fitur pembatalan dan perubahan jadwal wlpn akun terdaftar tdk sbg penumpang, kl hrs ke stasiun lagi ya jd repot",3,negatif
Faizal Arsyad,Tolong dong ksih pengaturan pembayaran yg jelas bisa pesen trus eror dan ga ad keterangan cara buat bayar astaga,1,negatif
Faizal Arsyad,Tolong dong ksih pengaturan pembayaran yg jelas bisa pesen trus eror dan ga ad keterangan cara buat bayar astaga,1,negatif
yulviky pratama,Ini Kaipay nya kok gk bisa ngisi padahal udah di isi saldo tapi tetep Nol ??,2,negatif
yulviky pratama,Ini Kaipay nya kok gk bisa ngisi padahal udah di isi saldo tapi tetep Nol ??,2,negatif
Luthfi Sugiyanto,"Saya mau Pesen Tiket Lokal Selalu tidak muncul mau di stasiun mana pun , Dah lah",1,negatif
Putra Adi,Keren,5,positif
Khairunnisa Shafa Nabila,"Tolong di perbaiki lagi biar aplikasi makin cepet, ga lemot",5,positif
Khairunnisa Shafa Nabila,"Tolong di perbaiki lagi biar aplikasi makin cepet, ga lemot",5,positif
Luthfi Sugiyanto,"Saya mau Pesen Tiket Lokal Selalu tidak muncul mau di stasiun mana pun , Dah lah",1,negatif
NAP Creative,Useless application...need more and more improvement...useless and always useless,1,negatif
bayu firman,"Penggunaan nya semakin kesini kok lemot ya menurut saya, dulu awal2 enak. Skrg mau cekout pembayaran pasti loading lama terus waktu habis dan kembali ke halaman awal. Udh saya cb bbrp hari dan di waktu yg berbeda tetap seperti ini. Saya pake paket data maupun wifi juga sama. Mohon dioptimalkan pelayanan nya di Aplikasi ini.",1,negatif
bayu firman,"Penggunaan nya semakin kesini kok lemot ya menurut saya, dulu awal2 enak. Skrg mau cekout pembayaran pasti loading lama terus waktu habis dan kembali ke halaman awal. Udh saya cb bbrp hari dan di waktu yg berbeda tetap seperti ini. Saya pake paket data maupun wifi juga sama. Mohon dioptimalkan pelayanan nya di Aplikasi ini.",1,negatif
Ferdi Yusantra,"Makin ribet, coba bilang di awal pemesanan kalau harus rapid test, ini di aplikasi cuma minta bukti vaksin doang, kn begooo",2,negatif
Ferdi Yusantra,"Makin ribet, coba bilang di awal pemesanan kalau harus rapid test, ini di aplikasi cuma minta bukti vaksin doang, kn begooo",2,negatif
aris gozi,Aplikasi lemot banget,1,negatif
mr ari,Pelayanan nya bagus udah g kaya dulu,5,positif
Bramastra Dhani,"Pembayarannya nggak bisa lewat BCA, parah sih.",2,negatif
Bramastra Dhani,"Pembayarannya nggak bisa lewat BCA, parah sih.",2,negatif
Reffly Wahyu,Apk force close terus,1,negatif
Ridwan Muis,"Aplikasi nggak guna, sudah memasukan data diri dengan benar, tetep nggak bisa login",1,negatif
Ridwan Muis,"Aplikasi nggak guna, sudah memasukan data diri dengan benar, tetep nggak bisa login",1,negatif
Ayu Noer Annisa,"Maaf ya, tapi serius deh, ini udah coba berkali-kali, lemotnya juara. Giliran mau bayar, selamat waktu anda sudah habis 🤕. Jauh lebih lemot dibanding sebelumnya. Help, please 😭🙏🏻.",1,negatif
Ayu Noer Annisa,"Maaf ya, tapi serius deh, ini udah coba berkali-kali, lemotnya juara. Giliran mau bayar, selamat waktu anda sudah habis 🤕. Jauh lebih lemot dibanding sebelumnya. Help, please 😭🙏🏻.",1,negatif
sigit kur,saya tidak bisa memesankan tiket lokal untuk orang lain...itu adalah kebijakan yang MUNDUR KEBELAKANG dan itu hal yg sering dilakukan oleh semua orang diindonesia membelikan tiket untuk orang tua sodara teman dll...tolong diperbaiki..masa nama saya harus selalu muncul didata manifes penumpamg tdk bisa dihapus..TEKNOLOGI RIBET DAN MENYUSAHKAN,1,negatif
sigit kur,saya tidak bisa memesankan tiket lokal untuk orang lain...itu adalah kebijakan yang MUNDUR KEBELAKANG dan itu hal yg sering dilakukan oleh semua orang diindonesia membelikan tiket untuk orang tua sodara teman dll...tolong diperbaiki..masa nama saya harus selalu muncul didata manifes penumpamg tdk bisa dihapus..TEKNOLOGI RIBET DAN MENYUSAHKAN,1,negatif
Ari Suharno,di update bukan nya lancar.mlah tambah lemot..pdhal sblum di update lancar sekali.,1,negatif
Ari Suharno,di update bukan nya lancar.mlah tambah lemot..pdhal sblum di update lancar sekali.,1,negatif
Daffa Mughni Sopiandi,"Buruk, gabisa login gimana mau pake? Dulu gapernah kaya gini, semakin buruk aja",5,negatif
putra s,Terlalu lemot pd waktu pemesanan dan pembayaran... Ga kompeten,1,negatif
putra s,Terlalu lemot pd waktu pemesanan dan pembayaran... Ga kompeten,1,negatif
Irfan Badrus,"Aplikasi yang sudah ada minta login gk bisa masuk terus, reinstall juga gk bisa.. Ini yang error KAI nya apa aplikasinya ya..",1,negatif
David Fajar,"Maaf gk bisa nambahin 🌟nya soalnya pas lg laper di kereta., layanan Railfood nya nggak bisa dibuka...",2,negatif
David Fajar,"Maaf gk bisa nambahin 🌟nya soalnya pas lg laper di kereta., layanan Railfood nya nggak bisa dibuka...",2,negatif
Iwan Setiawan,Minta ampun menyusahkannya ... Berkali kali Berhari berminggu coba masuk ... Selalu timeout ... Loading nya kelamaan ... Aplikasi tidak bermutu ...,1,negatif
Ivan Pangestu,"Aplikasi ini sangat penting untuk perjalanan jarak jauh maupun dekat, saya sangat suka dengan kai access",5,positif
Ivan Pangestu,"Aplikasi ini sangat penting untuk perjalanan jarak jauh maupun dekat, saya sangat suka dengan kai access",5,positif
muhamad reza,Tolong dong KAI pay nyaa agar bisa penarikan saldo soalnyaa sayang klo tf ke KAI pay kelebihan gabisa di tarik kembali,5,positif
muhamad reza,Tolong dong KAI pay nyaa agar bisa penarikan saldo soalnyaa sayang klo tf ke KAI pay kelebihan gabisa di tarik kembali,5,positif
Iwan Setiawan,Minta ampun menyusahkannya ... Berkali kali Berhari berminggu coba masuk ... Selalu timeout ... Loading nya kelamaan ... Aplikasi tidak bermutu ...,1,negatif
Najwa Fairuza,Halo kak cs nya Dimaan,4,netral
Najwa Fairuza,Halo kak cs nya Dimaan,4,netral
Najwa Fairuza,Halo kak cs nya Dimaan,4,netral
Syaifuddin Zuhri,"Lebih cepat pesan di tempat lain daripada disini. Semoga segera ada tindak lanjut, krn loading nya terlalu lama dibanding app lain",1,negatif
Gilang Aditya,Bagus sekali pelayanannya terima kasih.,5,positif
Gilang Aditya,Bagus sekali pelayanannya terima kasih.,5,positif
Amir Amirudin,Sangat memudahkan untuk memboking tiket kereta,4,positif
Amir Amirudin,Sangat memudahkan untuk memboking tiket kereta,4,positif
Mohammad Yasyin,"Setelah update malah jadi tidak bisa pesan, selalu hang, mohon jika tidak diperlukan update tidak usah diupdate. Atau jika diharuskan untuk update mohon dites terlebih dahulu dapat digunakan atau tidak.",1,negatif
Nadziba Shafa,😍😍,5,netral
Mohammad Yasyin,"Setelah update malah jadi tidak bisa pesan, selalu hang, mohon jika tidak diperlukan update tidak usah diupdate. Atau jika diharuskan untuk update mohon dites terlebih dahulu dapat digunakan atau tidak.",1,negatif
kevin joyo,astaga ... kenapa bolak balek ga bisa log in ya padahal udah bener untuk email & pass nya tolong dong,2,negatif
aRRa NayL,Saya suka...sangat membantu banget.terimakasih KAI,5,positif
aRRa NayL,Saya suka...sangat membantu banget.terimakasih KAI,5,positif
kevin joyo,astaga ... kenapa bolak balek ga bisa log in ya padahal udah bener untuk email & pass nya tolong dong,2,negatif
Ferizki A Oktavianis,saya daftar akun malah gabisa samsek masuk nama sama nik tdk sesuai padahal ya yang di ktp nik nya itu dan nama juga sesuai ktp,1,negatif
Ferizki A Oktavianis,saya daftar akun malah gabisa samsek masuk nama sama nik tdk sesuai padahal ya yang di ktp nik nya itu dan nama juga sesuai ktp,1,negatif
Park Chanyeol,Kesulitan log in,3,negatif
Moch Faroq romadhoni,Ini kok tidak bisa login ya,1,negatif
Dody Kurniawan,Aplikasi LAMBAT,1,negatif
Ratna Wati,"Tolong dong kenapa nggak bisa ubah id ktp,, dulu pesan bisa meskipun salah, sekarang salah dan minta di ubah, giliran di ubah,enggak bisa, trus aku harus gimna",2,negatif
Novia Anggita Aprilianti,I don't know why I didn't get my ticket even though my link balance has decreased.,4,netral
Tasya.A Mumtaza,Good,5,positif
Larasandi,"Sangat baikkkk,membantu sekali❤️",5,positif
Larasandi,"Sangat baikkkk,membantu sekali❤️",5,positif
Adrian Fauzi,Sangat membantu,5,positif
Ratna Wati,"Tolong dong kenapa nggak bisa ubah id ktp,, dulu pesan bisa meskipun salah, sekarang salah dan minta di ubah, giliran di ubah,enggak bisa, trus aku harus gimna",2,negatif
Tasya Raudya,"tolong dong, ini kenapa saya gabisa login ya? mau login tertulis invalid token, padahal besuk saya butuh banget pesen tiket. tolong segera diperbaiki",1,negatif
Zumma 20,Terimakasih sudah melayani kami dengan baik Sukses berkah berlimpah selalu,5,positif
Zumma 20,Terimakasih sudah melayani kami dengan baik Sukses berkah berlimpah selalu,5,positif
hyastra rafalazra,Keren,5,positif
sulaiman abdullah,Mantap aplikasi nya mudah Dan berjalan lancar.,5,positif
sulaiman abdullah,Mantap aplikasi nya mudah Dan berjalan lancar.,5,positif
Tasya Raudya,"tolong dong, ini kenapa saya gabisa login ya? mau login tertulis invalid token, padahal besuk saya butuh banget pesen tiket. tolong segera diperbaiki",1,negatif
Lusi Auras,"Maaf, Aplikasi sama sekali tidak berguna dan sangat menyusahkan kita para pengguna jasa KA. Saya mau pesen tiket selalu tidak bisa, sudah saya coba berkali-kali dan uninstal - download ulang tetap gini2 aja. Kami butuh banget, jika seperti ini terus lbh baik dikembalikan lagi kebijakan pesan manual jauh2 hari di stasiun. Maaf... masukan aja",1,negatif
Lusi Auras,"Maaf, Aplikasi sama sekali tidak berguna dan sangat menyusahkan kita para pengguna jasa KA. Saya mau pesen tiket selalu tidak bisa, sudah saya coba berkali-kali dan uninstal - download ulang tetap gini2 aja. Kami butuh banget, jika seperti ini terus lbh baik dikembalikan lagi kebijakan pesan manual jauh2 hari di stasiun. Maaf... masukan aja",1,negatif
Ana Anisa,"Ngebug parah buat pesen tiket loadingnya lama bangetttt, udh bisa masuk pembayaran timeout terusssssss, tiket makin mahall, pembayaran pakai kaipay susahhhh",1,negatif
Ana Anisa,"Ngebug parah buat pesen tiket loadingnya lama bangetttt, udh bisa masuk pembayaran timeout terusssssss, tiket makin mahall, pembayaran pakai kaipay susahhhh",1,negatif
Ana Anisa,"Ngebug parah buat pesen tiket loadingnya lama bangetttt, udh bisa masuk pembayaran timeout terusssssss, tiket makin mahall, pembayaran pakai kaipay susahhhh",1,negatif
Akbar Bahaulloh,"Kalau pesan tiket di luar kai access, tidak muncul. Padahal memesan tiket sudah pakai NIK. Kenapa tidak sekalian integrasi saja sih?",3,negatif
F A I,"Alhamdulillah sudah bisa log in dan makin mantul gk lemot lagi.. Terimakasih atas solusi dari komenan terdahulu min ;) Ternyata harus update ""webView sistem android""nya ya min hehehe.. maaf kalau tadi ngasih bintang 2 min :( soalnya baru baca balasan mimin di komentarnya orang lain :)))",5,positif
F A I,"Alhamdulillah sudah bisa log in dan makin mantul gk lemot lagi.. Terimakasih atas solusi dari komenan terdahulu min ;) Ternyata harus update ""webView sistem android""nya ya min hehehe.. maaf kalau tadi ngasih bintang 2 min :( soalnya baru baca balasan mimin di komentarnya orang lain :)))",5,positif
Akbar Bahaulloh,"Kalau pesan tiket di luar kai access, tidak muncul. Padahal memesan tiket sudah pakai NIK. Kenapa tidak sekalian integrasi saja sih?",3,negatif
Noni Nur Ekayanti,Anoy bgt ih masukin data forbidden terus heran Perbaiki lah,1,negatif
arthan channel,Tips sukses booking tiket 1.isi data penumpang lengkap 2.masukan keranjang 3.buka keranjang 4.klik bayar Pasti sukses tidak kehabisan waktu pemesanan,4,positif
arthan channel,Tips sukses booking tiket 1.isi data penumpang lengkap 2.masukan keranjang 3.buka keranjang 4.klik bayar Pasti sukses tidak kehabisan waktu pemesanan,4,positif
edy fauzi,Membantu,5,positif
Noni Nur Ekayanti,Anoy bgt ih masukin data forbidden terus heran Perbaiki lah,1,negatif
Nur Faizah Rakhmawati,"Pesen online ternyata masih ribet.. jadi gak bisa pesankan orang lain kayak orang tua gitu. Soalnya barcodenya harus discan dari hape yg pesan . Gak bisa download trus tiketnya dikirim gitu ke orang tua... Tolong dong diperbaiki, sekelas KAI loh iniii 🤦🏻‍♀️",2,negatif
Nur Faizah Rakhmawati,"Pesen online ternyata masih ribet.. jadi gak bisa pesankan orang lain kayak orang tua gitu. Soalnya barcodenya harus discan dari hape yg pesan . Gak bisa download trus tiketnya dikirim gitu ke orang tua... Tolong dong diperbaiki, sekelas KAI loh iniii 🤦🏻‍♀️",2,negatif
Rahma Ayu Candra,Udah gk usah di download😌,1,negatif
Rahma Ayu Candra,Udah gk usah di download😌,1,negatif
Wahyu Alamsyah,"Masih perlu diperbaiki. Karena selalu stuck dan lag untuk booking tiket. Bermasalah pada timer yang diberikan. Sehingga buat booking selalu kadaluarsa, padahal bermasalah pada apknya yang berat atau emang eror. Belum sampai pembayaran sudah kadaluarsa",1,negatif
Yono Sutiyono,Sangat membantu,5,positif
Yono Sutiyono,Sangat membantu,5,positif
Bagus Uli Nuha,"Di android 9 aplikasi sudah tidak optimal, ketika selesai memilih kursi aplikasi jadi sangat lelet dan sering crash. Tim developer kerja yg bener lah 😡😡",1,negatif
Bagus Uli Nuha,"Di android 9 aplikasi sudah tidak optimal, ketika selesai memilih kursi aplikasi jadi sangat lelet dan sering crash. Tim developer kerja yg bener lah 😡😡",1,negatif
Zaada Cell,Mohon stasiun kalitidu untuk difungsikan kmbali. Terimakasih,2,negatif
Farid Baarya,"Update terbaru sangat bagus, sangat memudahkan untuk booking tiket. Pastinya bintang 5",5,positif
Farid Baarya,"Update terbaru sangat bagus, sangat memudahkan untuk booking tiket. Pastinya bintang 5",5,positif
Azka Rofiqoh La'ik,Apk nya sering error setiap waktu.,1,negatif
Syaodah Syaodah,Bagus aku suka,5,positif
Syaodah Syaodah,Bagus aku suka,5,positif
Azka Rofiqoh La'ik,Apk nya sering error setiap waktu.,1,negatif
Royyan Ras,"Untuk masalah tiket, selama ini saya tidak menemukan kesalahan, tapi yang saya keluhkan, kenapa loadingnya lama, padahal saya menggunakan wifi yg cepat, dan kadang saya tidak menemukan jadwal kereta, padahal jadwalnya pas kemaren saya lihat ada, entah ini bug atau gimana sy kurang tau, yg jelas mohon Perbaikannya, tapi saya salut karena sy tidak perlu repot2 beli tiket di stasiun, good job PT kai",4,negatif
Royyan Ras,"Untuk masalah tiket, selama ini saya tidak menemukan kesalahan, tapi yang saya keluhkan, kenapa loadingnya lama, padahal saya menggunakan wifi yg cepat, dan kadang saya tidak menemukan jadwal kereta, padahal jadwalnya pas kemaren saya lihat ada, entah ini bug atau gimana sy kurang tau, yg jelas mohon Perbaikannya, tapi saya salut karena sy tidak perlu repot2 beli tiket di stasiun, good job PT kai",4,negatif
Salma Wati,Aplikasi setelah pembaruan jadi gk bisa pesen tiket lagi Justru saat login di persulit padahal akun &telp sama Aplikasi apaan coba?? Jangan mmepersulit untuk penumpang kereta pesen 😤😡😡😡😡😡,1,negatif
Salma Wati,Aplikasi setelah pembaruan jadi gk bisa pesen tiket lagi Justru saat login di persulit padahal akun &telp sama Aplikasi apaan coba?? Jangan mmepersulit untuk penumpang kereta pesen 😤😡😡😡😡😡,1,negatif
MAS EDY JEMBER,Assalamu'alaikum saya mau daftar akun KAI Access gak bisa gak seperti aplikasi yang lain mau daftar harus melalui akun Facebook,1,negatif
Cahyo Tri Pambudi,"Aplikasi force close terus. Pilih kursi stuck, mau bayar stuck, pas masukan ATM ""pesanan anda kadaluluarsa"". Spesifikasi HP mumpuni. Aplikasinya yang bermasalah.",1,negatif
Wari Yanti,Sngat membantu,5,positif
Cahyo Tri Pambudi,"Aplikasi force close terus. Pilih kursi stuck, mau bayar stuck, pas masukan ATM ""pesanan anda kadaluluarsa"". Spesifikasi HP mumpuni. Aplikasinya yang bermasalah.",1,negatif
